Job Id,Experience,Qualifications,Salary Range,location,Work Type,Job Posting Date,Job Title,Role,Unnamed: 9,Job Description,skills,Company
1.42143E+15,1 to 10 Years,B.Com,$60K-$113K,Rabat,Full-Time,10/31/2021,Technical Writer,Documentation Specialist,,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.",Document management Recordkeeping Attention to detail Data entry Organizational skills,Reynolds American Inc.
2.06377E+15,1 to 13 Years,B.Com,$65K-$82K,Tripoli,Contract,3/27/2023,Electrical Designer,Electrical Engineer,,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.",Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,Regions Financial
2.93225E+15,5 to 13 Years,BBA,$59K-$113K,Sri Jayawardenepura Kotte,Temporary,7/10/2023,Electrical Engineer,Electronics Hardware Engineer,,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Unilever
2.09993E+15,0 to 10 Years,MBA,$56K-$126K,Riga,Intern,1/12/2023,Email Marketing Specialist,Email Campaign Manager,,"Plan, execute, and analyze email marketing campaigns to engage subscribers, increase conversions, and build brand awareness.","Email marketing strategies Email marketing platforms (e.g., MailChimp, HubSpot) Audience segmentation A/B testing Campaign analytics Copywriting HTML/CSS for email Marketing automation Communication skills Data analysis Attention to detail",Quanta Services
2.5958E+15,1 to 9 Years,M.Com,$62K-$102K,BogotÃƒÂ¡,Full-Time,10/8/2022,Human Resources Manager,Employee Relations Specialist,,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.",Employee conflict resolution HR compliance Employee engagement Communication skills,Huawei Technologies
2.70089E+15,2 to 8 Years,M.Com,$61K-$107K,Kigali,Full-Time,3/14/2022,Landscape Architect,Environmental Designer,,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.",Environmental design principles Sustainability concepts CAD and design software,"Dr. Pepper Snapple Group, Inc."
7.7669E+13,1 to 11 Years,PhD,$56K-$116K,Apia,Contract,12/11/2021,Environmental Consultant,Environmental Impact Analyst,,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.",Environmental impact analysis Data collection and analysis Environmental regulations Reporting GIS (Geographic Information Systems) Technical writing,Chipotle Mexican Grill
2.85566E+15,1 to 12 Years,MBA,$61K-$115K,Damascus,Full-Time,9/20/2021,Veterinarian,Equine Veterinarian,,"An Equine Veterinarian specializes in the health and well-being of horses. They diagnose and treat equine illnesses, perform surgeries, and provide preventive care for horses.",Equine veterinary medicine Horse anatomy and physiology Lameness evaluation Equine surgery Dentistry for horses Emergency equine care Equine reproductive health Compassion and empathy Client communication Problem-solving Attention to detail,Dick's Sporting Goods
3.00953E+15,3 to 11 Years,M.Tech,$61K-$108K,City of Port Louis,Intern,3/18/2022,Data Engineer,ETL Developer,,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.","ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages",Fresenius Medical Care AG & Co. KGaA
4.19222E+14,3 to 8 Years,BA,$65K-$115K,Santiago,Part-Time,6/1/2023,Event Planner,Event Coordinator,,"Event Coordinators plan and execute various events, including conferences, parties, and meetings, managing logistics, budgets, and vendor relationships.",Event planning Vendor coordination Budget management Marketing and promotion Logistics,United Airlines Holdings
1.73139E+15,0 to 13 Years,PhD,$60K-$100K,Port Moresby,Part-Time,3/3/2023,Event Coordinator,Event Planner,,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,Northrop Grumman
2.16761E+15,5 to 14 Years,BA,$60K-$114K,Yerevan,Contract,10/2/2022,Veterinarian,Exotic Animal Veterinarian,,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.",Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail,Ford Motor Company
8.98085E+14,2 to 13 Years,M.Com,$60K-$106K,Luanda,Intern,11/27/2021,Office Manager,Facilities Manager,,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.",Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,Qurate Retail
2.90532E+15,3 to 10 Years,B.Com,$63K-$114K,Roseau,Intern,11/9/2022,Substance Abuse Counselor,Family Counselor,,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.",Family counseling Marriage and family therapy Conflict resolution skills,Electrocomponents
4.43218E+14,4 to 14 Years,MCA,$64K-$130K,Paris,Part-Time,12/26/2021,Litigation Attorney,Family Law Attorney,,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.",Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,Elevance Health
8.3249E+14,5 to 12 Years,PhD,$59K-$114K,Cockburn Town,Part-Time,1/11/2023,Nurse Practitioner,Family Nurse Practitioner,,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.",Family medicine Health assessment Pediatric care Chronic disease management Patient education,Carrier Global
2.47072E+15,4 to 11 Years,BBA,$55K-$98K,Port Moresby,Temporary,3/25/2023,Financial Controller,Finance Manager,,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","Financial management Budgeting Financial analysis Financial reporting Risk management Financial software (e.g., Excel, QuickBooks) Strategic planning",TD Synnex
4.77744E+14,1 to 8 Years,BA,$55K-$87K,Pretoria,Full-Time,12/5/2021,Accountant,Financial Accountant,,"Financial Accountants handle financial records, prepare financial statements, and ensure compliance with accounting standards. They analyze financial data to provide accurate financial reports and support decision-making within the organization.","Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge",Huntsman
8.19508E+14,2 to 10 Years,B.Com,$65K-$88K,Castries,Part-Time,9/28/2022,Investment Banker,Financial Analyst,,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.",Financial analysis Data analysis Financial modeling,General Electric
2.22655E+15,0 to 11 Years,B.Com,$64K-$100K,Dili,Full-Time,4/28/2023,Financial Analyst,Financial Planner,,"Financial Planners help clients achieve their financial goals by providing personalized financial advice and investment strategies. They assess clients financial situations, develop financial plans, and offer recommendations on savings, investments, and retirement planning.",Financial planning Investment strategy Retirement planning Tax knowledge,DXC Technology
3.0572E+15,0 to 8 Years,M.Tech,$62K-$121K,Damascus,Intern,9/11/2022,Art Teacher,Fine Arts Instructor,,"A Fine Arts Instructor teaches various forms of fine arts, such as painting, sculpture, or drawing, to students, guiding them in developing their artistic skills and creativity.",Artistic skills Teaching ability Communication skills Art history knowledge Creativity,China Shenhua Energy
1.61059E+15,4 to 13 Years,M.Tech,$58K-$121K,Freetown,Full-Time,11/20/2022,Software Engineer,Frontend Developer,,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization",Tencent Music Entertainment Group
1.35533E+15,2 to 10 Years,BBA,$65K-$119K,AsunciÃƒÂ³n,Intern,6/6/2023,UI Developer,Front-End Developer,,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Bodycote
1.47233E+15,2 to 9 Years,M.Tech,$59K-$89K,Montevideo,Part-Time,1/18/2023,Web Designer,Frontend Web Designer,,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,Genuine Parts
3.98454E+14,2 to 12 Years,BCA,$56K-$116K,Ashgabat,Intern,12/19/2022,Web Developer,Frontend Web Developer,,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)",PNC Financial Services Group
5.25282E+14,5 to 10 Years,BCA,$64K-$113K,Kampala,Contract,3/29/2022,Pediatrician,General Pediatrician,,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.",Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,Synchrony Financial
2.33158E+15,0 to 10 Years,BA,$62K-$102K,Bandar Seri Begawan,Contract,7/18/2022,Family Nurse Practitioner,Geriatric Nurse Practitioner,,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,Geriatric healthcare Geriatric assessment Geriatric treatment Elderly patient care Geriatric pharmacology,Colgate-Palmolive
6.52801E+14,1 to 12 Years,M.Tech,$56K-$104K,Prague,Intern,12/10/2021,Occupational Therapist,Geriatric Occupational Therapist,,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills",Altice USA
9.6487E+14,2 to 9 Years,M.Tech,$65K-$91K,Bandar Seri Begawan,Part-Time,2/10/2022,Customer Support Specialist,Help Desk Analyst,,"Help Desk Analysts provide technical support and assistance to internal employees or external customers. They troubleshoot hardware and software issues, offer solutions, and document support interactions to maintain a reliable IT environment.",Help desk support Ticket resolution IT troubleshooting Customer service skills Technical knowledge Documentation and knowledge base maintenance Communication and interpersonal skills,IBM (International Business Machines Corporation)
1.71433E+15,0 to 8 Years,BCA,$59K-$105K,Maseru,Part-Time,1/9/2022,IT Support Specialist,Help Desk Support Specialist,,"Help Desk Support Specialists provide technical assistance and support to end-users, resolving IT issues and ensuring smooth operations.",Technical troubleshooting Customer service and communication Ticketing system usage Basic IT knowledge Problem-solving and critical-thinking skills,Ingredion
2.91269E+15,4 to 12 Years,M.Tech,$61K-$114K,Pretoria,Temporary,8/2/2023,HR Manager,HR Compliance Specialist,,"An HR Compliance Specialist ensures adherence to employment laws and regulations, conducts audits, and provides guidance to maintain legal compliance within the organization.",Employment law knowledge Compliance management Auditing skills Employee relations Communication skills,News Corp.
3.63945E+14,1 to 11 Years,MBA,$59K-$125K,Honiara,Intern,9/27/2022,HR Manager,Human Resources Director,,"A Human Resources Director leads HR functions, including talent acquisition, employee development, and HR strategy, to promote a positive work environment and support organizational goals.",Strategic HR planning Employee relations Talent management HR policy development Leadership skills,Waste Management
1.44188E+15,5 to 9 Years,BA,$58K-$82K,Lisbon,Full-Time,7/1/2022,Process Engineer,Industrial Engineer,,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality.",Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Vonovia SE
2.88777E+15,1 to 10 Years,MCA,$57K-$98K,Bridgetown,Contract,3/23/2023,IT Manager,Infrastructure Manager,,"An Infrastructure Manager is responsible for the operation and maintenance of an organizations IT infrastructure, including servers, networks, and data centers.","Network administration System administration Virtualization technologies (e.g., VMware, Hyper-V) Storage management IT security Disaster recovery planning Capacity planning Monitoring and troubleshooting Cloud infrastructure (e.g., AWS, Azure) Vendor management",Steel Dynamics
5.77212E+14,2 to 15 Years,PhD,$55K-$107K,Suva,Temporary,8/10/2023,Legal Advisor,In-House Counsel,,"In the role of In-House Counsel, you will provide legal support to the organization across various areas, including contracts, employment law, and regulatory compliance. You will draft legal documents, handle litigation matters, and advise on legal risks affecting day-to-day operations. Your role is crucial in ensuring the company operates within the bounds of the law.",In-house counsel Legal advisory Employment law Intellectual property Regulatory compliance Dispute resolution Contract review Client counseling,Intercontinental Exchange
1.07138E+15,4 to 8 Years,PhD,$56K-$101K,Gaborone,Contract,8/10/2023,Sales Representative,Inside Sales Representative,,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",McDonald's
5.9364E+14,5 to 15 Years,M.Tech,$60K-$112K,Tokyo,Full-Time,2/23/2023,Technical Writer,Instructional Designer,,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,PNC Financial Services Group
5.7229E+14,3 to 9 Years,MCA,$60K-$84K,LomÃƒÂ©,Full-Time,2/13/2023,Legal Counsel,Intellectual Property Lawyer,,"An Intellectual Property Lawyer specializes in protecting and managing intellectual property rights, including patents, trademarks, and copyrights. They provide legal advice, handle trademark registration, patent applications, and enforce IP rights.",Intellectual property law Trademark and patent law Copyright law IP portfolio management Litigation and dispute resolution,CIMIC Group
1.68029E+15,2 to 9 Years,BBA,$65K-$102K,Male,Temporary,2/19/2022,UX/UI Designer,Interaction Designer,,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Zee Entertainment Enterprises
2.44992E+14,3 to 15 Years,M.Com,$62K-$98K,Port Vila,Contract,11/25/2021,Architectural Designer,Interior Designer,,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","Interior design Space planning Color theory Material selection CAD software (e.g., SketchUp) Client collaboration Budget management",Dana
2.28317E+15,3 to 8 Years,BA,$59K-$89K,Valletta,Temporary,1/5/2022,Tax Consultant,International Tax Consultant,,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.",International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,Dow
8.23741E+14,1 to 15 Years,MCA,$55K-$126K,City of Port Louis,Contract,11/13/2022,Inventory Analyst,Inventory Control Specialist,,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,Publix Super Markets
7.08801E+14,4 to 11 Years,PhD,$61K-$105K,Riyadh,Intern,5/8/2023,Purchasing Agent,Inventory Manager,,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.",Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Continental AG
7.9799E+14,1 to 14 Years,B.Com,$61K-$111K,Lima,Part-Time,5/19/2022,Financial Advisor,Investment Advisor,,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.",Investment strategies Portfolio management Financial planning Risk assessment Regulatory compliance,Centrica
1.599E+14,4 to 14 Years,B.Tech,$56K-$92K,Moscow,Full-Time,2/28/2022,Financial Analyst,Investment Analyst,,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.",Financial analysis Investment evaluation Portfolio management Data analysis,Aflac
2.5542E+15,5 to 12 Years,PhD,$62K-$111K,City of Port Louis,Full-Time,3/13/2023,Investment Banker,Investment Portfolio Manager,,"An Investment Portfolio Manager manages investment portfolios, making investment decisions, monitoring performance, and optimizing asset allocation for clients or the organization.",Investment analysis Portfolio management Risk assessment,Reliance Steel & Aluminum
2.21335E+15,5 to 15 Years,B.Com,$63K-$85K,San Jose,Intern,11/15/2022,Systems Analyst,IT Analyst,,"An IT Analyst assesses and analyzes IT systems, identifying areas for improvement, implementing technology solutions, and providing technical support to users and departments.",IT systems analysis Troubleshooting IT support and documentation,Travelers
1.25456E+15,1 to 8 Years,B.Com,$63K-$127K,Funafuti,Temporary,4/15/2022,Business Analyst,IT Business Analyst,,"IT Business Analysts bridge the gap between business needs and technology solutions. They analyze business processes, gather requirements, and create solutions that align with organizational goals.",Business process analysis Requirement gathering Data analysis Communication skills,Kinder Morgan
1.30944E+15,2 to 13 Years,PhD,$62K-$83K,Bishkek,Full-Time,12/31/2022,IT Manager,IT Director,,"An IT Director oversees an organizations IT department and technology infrastructure. They develop IT strategies, manage budgets, and ensure IT systems support business objectives.",Strategic IT planning Leadership and management Budgeting and financial management IT governance and compliance Vendor management Cybersecurity and risk management Project management Cloud computing Network infrastructure Enterprise software systems,CNOOC (China National Offshore Oil Corporation)
1.9409E+15,5 to 8 Years,MCA,$61K-$108K,Manama,Intern,11/4/2021,Project Manager,IT Project Manager,,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.",Project management Team leadership Risk management Budgeting Communication skills,Uber Technologies
2.14925E+15,2 to 13 Years,BCA,$55K-$121K,Quito,Part-Time,3/30/2022,Systems Administrator,IT Support Specialist,,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,Spotify Technology S.A.
1.53653E+15,0 to 12 Years,B.Com,$63K-$96K,London,Intern,2/22/2022,Java Developer,Java Backend Developer,,"Java Backend Developers specialize in building the server-side components of software applications using Java. They work on database integration, server logic, and performance optimization to ensure efficient and reliable backend functionality.","Backend development RESTful APIs Database integration Java EE (Enterprise Edition) Performance optimization Version control (e.g., Git)",Exelon
1.22554E+15,1 to 9 Years,B.Tech,$56K-$116K,Dili,Intern,4/30/2023,Java Developer,Java Software Engineer,,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.","Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills",Go-Ahead Group
1.45974E+15,2 to 10 Years,M.Tech,$58K-$125K,Oslo,Temporary,8/7/2023,Front-End Engineer,JavaScript Developer,,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting",SF Express
2.14134E+15,0 to 14 Years,M.Com,$62K-$129K,Suva,Intern,3/18/2022,Account Executive,Key Account Executive,,A Key Account Executive manages strategic accounts for a company. They build strong client relationships and work to expand business opportunities within these key accounts.,Key account management Sales strategy development Negotiation and closing skills Relationship building Industry and market knowledge,Ulta Beauty
2.21181E+15,5 to 12 Years,M.Com,$55K-$119K,Nicosia,Full-Time,11/6/2021,Sales Manager,Key Account Manager,,"Manage key client accounts, build strong relationships, and drive revenue growth.",Key account management Relationship building Sales negotiation,Exxon Mobil
1.40488E+15,4 to 14 Years,MBA,$63K-$128K,Libreville,Contract,11/16/2022,Legal Advisor,Legal Counsel,,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.",Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance,TAG Immobilien AG
2.69971E+15,2 to 15 Years,B.Tech,$59K-$123K,Antananarivo,Contract,12/3/2022,Legal Assistant,Legal Secretary,,"Provide administrative support to legal professionals, manage schedules, draft documents, and handle correspondence.","Legal administrative tasks Document management Calendar and docketing Transcription File organization Communication with clients and courts Knowledge of legal terminology Attention to detail Multitasking Computer skills (e.g., MS Office)",Siemens India
1.88909E+15,0 to 8 Years,M.Com,$62K-$130K,Canberra,Temporary,11/2/2022,Electrical Designer,Lighting Designer,,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.",Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge,CBRE Group
9.44683E+14,1 to 13 Years,PhD,$55K-$126K,Madrid,Contract,9/15/2022,Legal Assistant,Litigation Support Specialist,,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.","E-discovery tools and processes Document review and production Litigation support software (e.g., Relativity) Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem-solving Legal research skills",Jubilant Foodworks
9.29753E+14,5 to 9 Years,PhD,$57K-$126K,Abu Dhabi,Contract,12/13/2022,Customer Service Representative,Live Chat Support Agent,,"A Live Chat Support Agent provides customer support through live chat channels, addressing inquiries, troubleshooting issues, and offering timely solutions.",Live chat support Online customer communication Problem resolution,Royal Mail
1.07009E+15,1 to 15 Years,MCA,$64K-$82K,Castries,Intern,11/28/2021,Supply Chain Analyst,Logistics Analyst,,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,Community Health Systems
2.38364E+15,4 to 10 Years,BBA,$55K-$82K,Sofia,Intern,1/4/2023,Supply Chain Manager,Logistics Manager,,"A Logistics Manager oversees the movement and storage of goods in a supply chain. They plan, implement, and manage the efficient transportation and distribution of products.",Supply chain management Inventory control Transportation logistics Vendor relations Team leadership and management,Adelaide Brighton
1.14043E+15,4 to 9 Years,BA,$55K-$111K,Hagatna,Temporary,6/11/2022,Data Scientist,Machine Learning Engineer,,"Machine Learning Engineers develop machine learning models and algorithms, working on tasks like data preprocessing, model training, and deployment.",Machine learning algorithms Python programming Data preprocessing Deep learning Model evaluation,Victrex
1.14661E+15,1 to 8 Years,PhD,$60K-$101K,Brazzaville,Part-Time,11/26/2021,Mechanical Engineer,Manufacturing Engineer,,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.",Manufacturing processes knowledge CAD/CAM software proficiency Lean manufacturing principles Quality control and assurance Six Sigma certification,Downer Group
6.56921E+14,2 to 10 Years,PhD,$62K-$117K,Antananarivo,Temporary,1/4/2022,Research Analyst,Market Research Analyst,,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions.","Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Archer Daniels Midland
6.6959E+14,2 to 10 Years,M.Com,$63K-$106K,Jakarta,Temporary,9/5/2022,Market Research Analyst,Market Research Coordinator,,"A Market Research Coordinator supports market research initiatives by organizing and managing research projects, data collection, and analysis efforts.",Market research coordination Survey design and administration Data analysis,Adani Green Energy
1.43803E+15,1 to 14 Years,PhD,$58K-$81K,Paramaribo,Intern,10/27/2022,Market Research Analyst,Market Researcher,,"A Market Researcher gathers and analyzes market data to provide insights on consumer behavior, market trends, and competitor activities, aiding in informed business decisions.",Market research methodologies Data collection and analysis Industry knowledge,United Parcel Service
1.33288E+15,5 to 9 Years,MCA,$64K-$114K,Banjul,Part-Time,1/3/2023,Marketing Specialist,Marketing Analytics Specialist,,"Marketing Analytics Specialists analyze marketing data to derive insights and inform marketing strategies. They use tools like Google Analytics and data analysis software to track campaign performance, customer behavior, and market trends.",Marketing analytics Data analysis Data visualization Market research Google Analytics Marketing automation Reporting tools,United Airlines Holdings
2.72338E+15,5 to 14 Years,PhD,$55K-$98K,Caracas,Contract,4/19/2023,Marketing Coordinator,Marketing Specialist,,"Marketing Specialists develop and implement marketing campaigns, analyze market trends, and promote products or services to target audiences.",Market research and analysis Content creation and copywriting Social media management SEO and digital marketing Marketing automation tools proficiency,Brambles Limited
1.91412E+15,3 to 15 Years,MCA,$65K-$122K,Kingston,Part-Time,1/17/2022,Mechanical Engineer,Mechanical Design Engineer,,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.","Mechanical engineering CAD software (e.g., SolidWorks, AutoCAD) Finite element analysis Product development Prototyping",ThyssenKrupp AG
7.0628E+14,1 to 15 Years,M.Com,$61K-$95K,Bishkek,Part-Time,1/21/2022,Family Lawyer,Mediator,,Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques.,Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques,Walt Disney
3.36201E+14,1 to 9 Years,MBA,$55K-$100K,Kathmandu,Part-Time,10/19/2022,Pharmaceutical Sales Representative,Medical Sales Specialist,,"Medical Sales Specialists focus on selling medical devices, pharmaceuticals, or healthcare products to healthcare professionals and institutions.",Medical product knowledge Understanding of healthcare regulations Relationship building with healthcare professionals Sales forecasting and planning Medical sales techniques,Eversource Energy
9.72331E+14,4 to 10 Years,BCA,$59K-$123K,Brazzaville,Full-Time,12/22/2022,Social Worker,Mental Health Counselor,,"Offer counseling and therapy services to individuals, couples, or groups, helping them address mental health concerns.",Counseling techniques Psychotherapy Mental health assessment Treatment planning Crisis intervention Ethical standards Empathy and active listening Cultural competence Documentation Communication skills Self-care Licensing and certification,Bayer AG
2.39868E+15,5 to 14 Years,M.Tech,$55K-$81K,Antananarivo,Part-Time,2/3/2023,Investment Banker,Mergers and Acquisitions Advisor,,"A Mergers and Acquisitions Advisor assists in evaluating potential mergers and acquisitions, conducting due diligence, and providing strategic recommendations for corporate transactions.",Mergers and acquisitions (M&A) expertise Due diligence Valuation techniques,Torrent Pharmaceuticals
1.3781E+15,0 to 11 Years,M.Tech,$56K-$94K,Mogadishu,Contract,11/20/2021,Software Developer,Mobile App Developer,,Mobile App Developers design and develop mobile applications for various platforms. They collaborate with cross-functional teams to create user-friendly and functional mobile apps that meet user needs.,"Mobile app development languages (e.g., Java, Swift, Kotlin) Cross-platform development (e.g., React Native, Flutter) Mobile app design principles APIs and web services integration Debugging and troubleshooting",Starbucks
3.79086E+14,0 to 14 Years,BA,$56K-$93K,Tashkent,Part-Time,7/18/2023,Network Engineer,Network Administrator,,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Aramark
2.04627E+15,1 to 12 Years,B.Tech,$56K-$118K,Lusaka,Contract,2/12/2023,Network Analyst,Network Performance Analyst,,"Network Performance Analysts monitor and optimize network performance. They collect and analyze network data, identify issues, and implement solutions to enhance network speed, reliability, and efficiency.","Network performance analysis Network monitoring tools (e.g., Wireshark) Troubleshooting Capacity planning Data analysis Network protocols",Apollo Global Management
2.90762E+14,1 to 8 Years,B.Com,$56K-$86K,Banjul,Temporary,5/24/2022,Network Administrator,Network Security Analyst,,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.",Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,EnLink Midstream
